"pcc_rsrp","rsrq","sinr","velocity_h","upload_size","txpower"
-82.0,-6.9,20.0,33.2,3.0,-3.0
-82.0,-6.9,20.0,33.2,3.0,-3.0
-67.0,-6.1,21.0,31.6,3.0,-13.0
-77.0,-5.8,17.2,31.0,3.0,8.0
-77.0,-5.8,17.2,31.0,3.0,8.0
-72.0,-6.7,27.4,16.1,3.0,6.0
-91.0,-5.8,18.2,16.7,3.0,21.0
-91.0,-5.8,18.2,16.7,3.0,21.0
-88.0,-6.4,26.0,0.0,3.0,21.0
-88.0,-6.4,26.0,0.0,3.0,21.0
-94.0,-7.9,19.8,0.0,3.0,9.0
-91.0,-7.0,20.8,0.0,3.0,21.0
-104.0,-8.6,8.0,16.3,3.0,22.0
-102.0,-8.3,10.4,16.3,3.0,21.0
-102.0,-8.3,10.4,16.3,3.0,21.0
-99.0,-7.9,7.6,12.6,3.0,21.0
-99.0,-7.9,7.6,12.6,3.0,21.0
-114.0,-12.2,0.8,15.5,3.0,22.0
-110.0,-13.2,7.0,15.4,3.0,22.0
-114.0,-9.4,12.8,16.2,3.0,22.0
-107.0,-9.3,7.4,16.2,3.0,21.0
-96.0,-7.4,13.8,13.8,3.0,21.0
-100.0,-6.9,10.0,13.7,3.0,21.0
-109.0,-11.8,0.2,14.7,3.0,22.0
-113.0,-12.5,-1.6,15.0,3.0,22.0
-113.0,-12.5,-1.4,15.5,3.0,22.0
-113.0,-14.3,2.4,15.7,3.0,22.0
-116.0,-13.6,-1.2,16.0,3.0,22.0
-116.0,-15.0,0.6,16.3,3.0,22.0
-115.0,-14.8,4.8,16.8,3.0,22.0
-119.0,-15.6,-3.6,17.1,3.0,22.0
-119.0,-18.7,-9.2,17.7,3.0,22.0
-117.0,-16.2,-5.6,18.0,3.0,22.0
-110.0,-11.9,0.6,17.6,3.0,22.0
-109.0,-12.3,-2.4,17.8,3.0,22.0
-109.0,-12.3,-2.4,17.8,3.0,22.0
-103.0,-9.6,7.8,20.0,3.0,19.0
-96.0,-9.3,12.2,20.2,3.0,22.0
-103.0,-7.8,4.6,20.1,3.0,22.0
-98.0,-7.6,10.4,19.7,3.0,21.0
-98.0,-7.6,10.4,19.7,3.0,21.0
-85.0,-6.5,17.0,17.1,3.0,1.0
-88.0,-6.3,20.6,17.5,3.0,18.0
-97.0,-6.2,15.0,13.4,3.0,21.0
-97.0,-6.2,15.0,13.4,3.0,21.0
-99.0,-9.1,12.0,17.8,3.0,22.0
-100.0,-8.8,12.6,17.9,3.0,18.0
-115.0,-12.0,5.4,14.2,3.0,22.0
-113.0,-9.4,5.8,14.0,3.0,22.0
-111.0,-10.3,5.2,14.1,3.0,22.0
-109.0,-9.7,4.8,13.8,3.0,22.0
-108.0,-9.4,1.4,13.3,3.0,22.0
-108.0,-9.3,5.6,13.4,3.0,22.0
-110.0,-9.8,5.0,13.1,3.0,22.0
-110.0,-10.6,5.6,13.3,3.0,22.0
-84.0,-7.1,15.4,13.0,3.0,13.0
-84.0,-7.1,15.4,13.0,3.0,13.0
-92.0,-10.0,2.0,0.0,3.0,-14.0
-93.0,-10.0,8.0,0.0,3.0,21.0
-93.0,-10.0,8.0,0.0,3.0,21.0
-93.0,-10.2,6.6,0.0,3.0,21.0
-93.0,-10.2,6.6,0.0,3.0,21.0
-91.0,-8.5,17.4,0.0,3.0,3.0
-92.0,-8.6,15.0,0.0,3.0,21.0
-91.0,-8.6,15.6,0.0,3.0,13.0
-91.0,-8.6,15.6,0.0,3.0,13.0
-87.0,-6.9,19.2,10.4,3.0,21.0
-87.0,-6.9,19.2,10.4,3.0,21.0
-76.0,-6.1,23.8,8.4,3.0,13.0
-76.0,-6.1,23.8,8.4,3.0,13.0
-80.0,-6.7,18.6,19.7,3.0,8.0
-91.0,-7.2,10.0,19.4,3.0,5.0
-91.0,-7.2,10.0,19.4,3.0,5.0
-113.0,-11.5,-3.4,14.8,3.0,22.0
-106.0,-11.3,9.8,14.7,3.0,22.0
-115.0,-12.1,0.8,14.8,3.0,22.0
-110.0,-9.1,1.0,14.8,3.0,22.0
-113.0,-11.6,0.6,14.5,3.0,22.0
-113.0,-9.5,5.6,14.6,3.0,22.0
-110.0,-8.9,4.2,14.6,3.0,22.0
-107.0,-9.2,8.0,14.6,3.0,22.0
-81.0,-6.8,17.6,12.3,3.0,7.0
-79.0,-6.0,18.2,12.0,3.0,14.0
-76.0,-7.7,7.4,11.0,3.0,13.0
-76.0,-7.7,7.4,11.0,3.0,13.0
-84.0,-9.2,4.0,0.0,3.0,16.0
-84.0,-7.7,5.2,0.0,3.0,17.0
-84.0,-7.7,5.2,0.0,3.0,17.0
-76.0,-6.9,5.2,12.8,3.0,10.0
-87.0,-7.0,10.6,13.3,3.0,18.0
-111.0,-8.8,6.0,17.1,3.0,22.0
-110.0,-8.5,5.8,17.3,3.0,22.0
-111.0,-7.8,6.6,17.3,3.0,22.0
-112.0,-8.7,2.8,17.6,3.0,22.0
-109.0,-8.7,7.8,17.6,3.0,22.0
-108.0,-9.1,6.2,17.4,3.0,22.0
-112.0,-8.1,4.4,17.0,3.0,22.0
-110.0,-10.9,2.8,16.7,3.0,22.0
-101.0,-7.8,15.8,16.6,3.0,21.0
-87.0,-7.0,18.8,16.0,3.0,8.0
-87.0,-7.0,18.8,16.0,3.0,8.0
-79.0,-6.4,18.2,9.1,3.0,-4.0
-81.0,-6.2,16.6,9.0,3.0,17.0
-68.0,-6.1,24.6,5.5,3.0,7.0
-68.0,-6.1,24.6,5.5,3.0,7.0
-85.0,-7.0,10.4,12.8,3.0,10.0
-83.0,-6.7,19.0,13.3,3.0,8.0
-83.0,-6.7,19.0,13.3,3.0,8.0
-74.0,-5.9,20.8,11.0,3.0,6.0
-74.0,-5.9,20.8,11.0,3.0,6.0
-104.0,-7.8,8.4,13.8,3.0,22.0
-104.0,-8.4,5.2,13.7,3.0,22.0
-103.0,-8.4,10.6,14.0,3.0,22.0
-104.0,-7.7,10.2,14.0,3.0,22.0
-98.0,-7.8,12.8,20.4,3.0,18.0
-97.0,-7.7,12.4,20.4,3.0,21.0
-97.0,-7.7,12.4,20.4,3.0,21.0
-76.0,-5.5,25.6,15.6,3.0,-3.0
-86.0,-6.8,14.8,14.9,3.0,21.0
-91.0,-8.3,7.4,21.3,3.0,21.0
-89.0,-8.8,5.8,21.8,3.0,21.0
-89.0,-8.8,5.8,21.8,3.0,21.0
-88.0,-7.0,12.2,9.1,3.0,21.0
-92.0,-6.6,-3.4,9.6,3.0,17.0
-88.0,-7.0,14.6,10.5,3.0,21.0
-91.0,-4.9,13.2,21.3,3.0,21.0
-94.0,-6.9,12.4,21.2,3.0,21.0
-92.0,-6.5,13.8,21.1,3.0,21.0
-92.0,-6.5,13.8,21.1,3.0,21.0
-105.0,-10.3,4.6,16.0,3.0,22.0
-103.0,-10.1,0.0,16.0,3.0,22.0
-104.0,-9.2,2.8,16.2,3.0,22.0
-104.0,-9.2,2.8,16.2,3.0,22.0
-92.0,-6.6,17.6,7.5,3.0,22.0
-92.0,-6.6,17.6,7.5,3.0,22.0
-102.0,-9.7,3.8,14.2,3.0,21.0
-101.0,-7.4,11.4,14.3,3.0,21.0
-101.0,-7.3,16.0,12.4,3.0,21.0
-106.0,-7.7,6.0,12.4,3.0,22.0
-106.0,-7.7,6.0,12.4,3.0,22.0
-89.0,-6.1,20.8,7.4,3.0,21.0
-75.0,-6.3,21.4,19.7,3.0,-8.0
-75.0,-6.3,21.4,19.7,3.0,-8.0
-74.0,-5.8,16.6,19.6,3.0,4.0
-74.0,-5.8,16.6,19.6,3.0,4.0
-68.0,-8.7,15.4,0.0,3.0,-1.0
-68.0,-8.7,15.4,0.0,3.0,-1.0
-77.0,-7.2,18.6,17.9,3.0,17.0
-77.0,-7.2,18.6,17.9,3.0,17.0
-67.0,-6.4,28.0,28.6,3.0,-10.0
-81.0,-9.4,11.8,28.2,3.0,2.0
-82.0,-8.9,9.8,28.7,3.0,1.0
-91.0,-7.7,11.6,26.6,3.0,14.0
-84.0,-6.8,20.0,26.0,3.0,1.0
-71.0,-6.4,20.2,23.9,3.0,7.0
-71.0,-6.4,20.2,23.9,3.0,7.0
-81.0,-7.6,10.6,26.4,3.0,19.0
-81.0,-7.6,10.6,26.4,3.0,19.0
-76.0,-7.1,17.6,33.4,3.0,5.0
-76.0,-7.1,17.6,33.4,3.0,5.0
-70.0,-8.0,19.2,33.2,3.0,-5.0
-68.0,-6.1,19.2,32.7,3.0,5.0
-67.0,-6.8,23.0,32.3,3.0,5.0
-91.0,-11.3,5.4,17.8,3.0,19.0
-89.0,-8.0,7.0,17.7,3.0,21.0
-93.0,-8.1,13.8,16.6,3.0,22.0
-96.0,-9.3,12.0,16.5,3.0,21.0
-78.0,-5.3,10.2,16.9,3.0,17.0
-78.0,-5.3,10.2,16.9,3.0,17.0
-75.0,-7.6,17.2,32.2,3.0,-4.0
-75.0,-7.6,17.2,32.2,3.0,-4.0
-88.0,-9.8,3.2,25.5,3.0,17.0
-91.0,-9.3,7.0,25.2,3.0,15.0
-91.0,-10.8,5.2,24.9,3.0,21.0
-93.0,0.0,3.0,21.6,3.0,21.0
-93.0,0.0,3.0,21.6,3.0,21.0
-84.0,-9.5,10.6,14.3,3.0,-30.0
-84.0,-9.2,7.6,13.7,3.0,20.0
-74.0,-9.0,19.2,14.7,3.0,9.0
-74.0,-9.0,19.2,14.7,3.0,9.0
-66.0,-8.2,17.2,19.7,3.0,4.0
-66.0,-8.2,17.2,19.7,3.0,4.0
-82.0,-7.5,6.2,24.9,3.0,22.0
-80.0,-7.4,14.0,19.8,3.0,6.0
-90.0,-7.9,5.0,19.8,3.0,11.0
-90.0,-7.9,5.0,19.8,3.0,11.0
-61.0,-6.9,28.6,0.0,3.0,-13.0
-61.0,-7.2,29.4,0.0,3.0,12.0
-68.0,-6.2,26.8,0.6,3.0,2.0
-68.0,-6.2,26.8,0.6,3.0,2.0
-67.0,-6.5,26.4,0.0,3.0,-6.0
-61.0,-6.2,29.0,3.2,3.0,-5.0
-61.0,-6.2,29.0,3.2,3.0,-5.0
-80.0,-6.6,21.2,0.0,3.0,12.0
-81.0,-6.7,19.4,0.0,3.0,-1.0
-78.0,-6.7,22.8,2.2,3.0,2.0
-78.0,-6.7,22.8,2.2,3.0,2.0
-74.0,-6.5,25.6,2.3,3.0,1.0
-86.0,-7.1,15.6,3.1,3.0,18.0
-86.0,-7.1,15.6,3.1,3.0,18.0
-92.0,-7.2,4.4,12.3,3.0,21.0
-91.0,-8.5,11.2,12.3,3.0,21.0
-92.0,-7.5,12.2,14.8,3.0,21.0
-92.0,-7.5,12.2,14.8,3.0,21.0
-97.0,-7.2,8.8,16.7,3.0,15.0
-95.0,-6.9,13.8,17.3,3.0,21.0
-95.0,-6.9,13.8,17.3,3.0,21.0
-92.0,-7.9,7.6,4.3,3.0,21.0
-93.0,-7.8,7.6,0.0,3.0,21.0
-94.0,-8.6,7.2,0.0,3.0,21.0
-94.0,-8.6,7.2,0.0,3.0,21.0
-89.0,-6.8,14.6,2.5,3.0,21.0
-89.0,-6.8,14.6,2.5,3.0,21.0
-87.0,-7.6,15.0,2.4,3.0,22.0
-87.0,-7.6,15.0,2.4,3.0,22.0
-90.0,-6.5,15.0,1.0,3.0,21.0
-90.0,-6.8,13.6,0.8,3.0,21.0
-85.0,-6.3,20.6,2.0,3.0,18.0
-85.0,-6.3,20.6,2.0,3.0,18.0
-75.0,-6.2,21.8,7.3,3.0,16.0
-75.0,-6.2,21.8,7.3,3.0,16.0
-61.0,-5.5,27.8,13.8,3.0,1.0
-61.0,-5.5,27.8,13.8,3.0,1.0
-83.0,-10.9,8.8,3.8,3.0,21.0
-85.0,-6.4,12.8,12.8,3.0,18.0
-85.0,-6.4,12.8,12.8,3.0,18.0
-105.0,-11.9,0.6,20.4,3.0,22.0
-104.0,-11.5,6.0,20.9,3.0,22.0
-102.0,-11.2,3.0,20.6,3.0,22.0
-103.0,-10.9,-1.4,2.4,3.0,22.0
-103.0,-10.7,5.0,2.3,3.0,21.0
-103.0,-10.7,5.0,2.3,3.0,21.0
-103.0,-9.2,5.6,0.0,3.0,22.0
-97.0,-10.0,7.2,1.6,3.0,22.0
-100.0,-11.1,5.0,2.5,3.0,19.0
-102.0,-12.0,-2.6,2.8,3.0,22.0
-101.0,-12.7,5.8,3.2,3.0,21.0
-101.0,-12.7,5.8,3.2,3.0,21.0
-100.0,-11.0,2.6,2.0,3.0,19.0
-98.0,-11.0,4.6,1.8,3.0,21.0
-100.0,-11.6,2.0,1.7,3.0,21.0
-96.0,-7.9,6.2,2.3,3.0,19.0
-95.0,-8.5,9.0,2.6,3.0,22.0
-95.0,-8.5,9.0,2.6,3.0,22.0
-81.0,-7.1,13.0,20.2,3.0,10.0
-68.0,-6.3,18.6,29.0,3.0,-13.0
-68.0,-6.0,18.6,28.8,3.0,4.0
-85.0,-6.6,9.6,26.3,3.0,20.0
-80.0,-6.4,12.8,26.3,3.0,17.0
-81.0,-6.6,14.8,25.9,3.0,20.0
-81.0,-6.6,14.8,25.9,3.0,20.0
-100.0,-9.7,4.4,12.6,3.0,21.0
-100.0,-9.7,4.4,12.6,3.0,21.0
-95.0,-9.2,7.2,6.3,3.0,21.0
-85.0,-8.0,11.6,7.7,3.0,19.0
-87.0,-8.2,9.0,7.3,3.0,22.0
-87.0,-8.2,9.0,7.3,3.0,22.0
-85.0,-7.4,19.2,2.5,3.0,17.0
-84.0,-7.4,20.4,2.0,3.0,21.0
-97.0,-8.4,8.8,9.6,3.0,21.0
-97.0,-8.4,8.8,9.6,3.0,21.0
-90.0,-7.3,14.6,0.0,3.0,14.0
-91.0,-7.4,13.0,0.0,3.0,22.0
-91.0,-7.4,13.0,0.0,3.0,22.0
-90.0,-9.6,5.6,8.0,3.0,21.0
-82.0,-7.9,8.8,8.6,3.0,21.0
-69.0,-6.3,21.2,18.2,3.0,1.0
-69.0,-6.3,21.2,18.2,3.0,1.0
-101.0,-10.8,2.4,33.0,3.0,22.0
-99.0,-9.8,2.0,33.2,3.0,22.0
-101.0,-10.5,5.0,32.5,3.0,22.0
-101.0,-10.5,5.0,32.5,3.0,22.0
-87.0,-6.0,13.6,31.6,3.0,11.0
-87.0,-6.0,13.6,31.6,3.0,11.0
-86.0,-7.0,9.6,17.7,3.0,13.0
-86.0,-6.7,12.2,16.5,3.0,12.0
-86.0,-7.3,20.6,12.5,3.0,13.0
-89.0,-6.3,16.4,12.7,3.0,11.0
-92.0,-7.6,12.6,12.6,3.0,21.0
-79.0,-7.9,16.8,19.1,3.0,-21.0
-86.0,-8.1,7.6,36.6,3.0,15.0
-83.0,-7.8,9.4,37.3,3.0,13.0
-74.0,-7.8,15.0,37.3,3.0,-17.0
-74.0,-7.8,15.0,37.3,3.0,-17.0
-86.0,-9.1,8.2,36.5,3.0,14.0
-91.0,-10.6,4.2,36.5,3.0,19.0
-92.0,-12.7,0.4,36.5,3.0,21.0
-92.0,-12.7,0.4,36.5,3.0,21.0
-83.0,-8.9,5.0,34.4,3.0,21.0
-71.0,-7.4,6.6,26.5,3.0,-5.0
-70.0,-7.3,9.2,26.5,3.0,4.0
-83.0,-8.2,18.6,23.5,3.0,21.0
-94.0,-8.8,6.8,29.7,3.0,21.0
-94.0,-8.8,6.8,29.7,3.0,21.0
-67.0,-5.9,18.6,31.4,3.0,-9.0
-67.0,-5.9,18.6,31.4,3.0,-9.0
-68.0,-9.6,18.2,30.4,3.0,-3.0
-72.0,-6.0,23.0,30.3,3.0,-12.0
-82.0,-6.9,14.6,26.1,3.0,8.0
-85.0,-10.0,1.8,25.5,3.0,21.0
-80.0,-6.6,26.8,18.4,3.0,6.0
-80.0,-6.6,26.8,18.4,3.0,6.0
-79.0,-6.9,26.6,0.0,3.0,20.0
-90.0,-6.2,23.0,6.3,3.0,21.0
-90.0,-6.2,23.0,6.3,3.0,21.0
-104.0,-9.5,0.4,14.3,3.0,22.0
-106.0,-10.9,6.4,12.4,3.0,22.0
-107.0,-11.5,7.8,12.2,3.0,22.0
-107.0,-11.5,7.8,12.2,3.0,22.0
-95.0,-5.8,15.0,13.5,3.0,13.0
-98.0,-6.0,11.6,13.5,3.0,21.0
-104.0,-10.1,-4.6,12.5,3.0,19.0
-104.0,-12.1,-1.8,12.2,3.0,22.0
-107.0,-10.7,-2.0,11.7,3.0,22.0
-106.0,-9.8,1.8,11.7,3.0,22.0
-70.0,-5.9,28.6,19.8,3.0,-3.0
-71.0,-6.0,25.2,19.8,3.0,-6.0
-98.0,-8.8,7.4,13.4,3.0,20.0
-97.0,-8.1,7.6,13.3,3.0,21.0
-97.0,-8.1,7.6,13.3,3.0,21.0
-90.0,-7.2,10.2,13.4,3.0,14.0
-86.0,-7.8,9.8,12.8,3.0,21.0
-73.0,-6.6,17.8,13.5,3.0,-17.0
-72.0,-6.8,20.2,13.5,3.0,-1.0
-72.0,-6.8,20.2,13.5,3.0,-1.0
-84.0,-10.1,2.8,0.0,3.0,9.0
-83.0,-9.9,1.6,0.0,3.0,21.0
-83.0,-9.9,1.6,0.0,3.0,21.0
-83.0,-9.6,1.2,0.0,3.0,7.0
-83.0,-9.6,1.2,0.0,3.0,7.0
-98.0,-8.1,7.4,18.8,3.0,22.0
-98.0,-7.5,3.4,19.9,3.0,22.0
-96.0,-7.6,8.0,20.1,3.0,21.0
-94.0,-10.0,7.0,11.3,3.0,21.0
-94.0,-10.0,7.0,11.3,3.0,21.0
-89.0,-9.0,14.0,18.7,3.0,15.0
-92.0,-8.2,9.8,18.0,3.0,21.0
-93.0,-6.0,17.8,13.2,3.0,16.0
-94.0,-7.3,16.6,12.9,3.0,21.0
-94.0,-7.3,16.6,12.9,3.0,21.0
-80.0,-7.6,15.6,18.3,3.0,21.0
-80.0,-7.6,15.6,18.3,3.0,21.0
-99.0,-6.4,15.8,18.2,3.0,14.0
-99.0,-7.2,14.6,17.9,3.0,21.0
-103.0,-9.4,8.0,12.5,3.0,16.0
-105.0,-9.4,8.6,12.8,3.0,22.0
-102.0,-9.1,10.0,12.8,3.0,21.0
-82.0,-6.4,15.6,8.6,3.0,19.0
-90.0,-11.7,13.4,0.3,3.0,6.0
-90.0,-11.4,8.8,0.0,3.0,21.0
-81.0,-9.7,16.6,8.2,3.0,18.0
-81.0,-9.7,16.6,8.2,3.0,18.0
-82.0,-12.0,0.0,0.0,3.0,12.0
-82.0,-12.0,0.0,0.0,3.0,12.0
-75.0,-10.0,9.0,11.2,3.0,5.0
-84.0,-9.2,13.4,13.5,3.0,2.0
-84.0,-9.2,13.4,13.5,3.0,2.0
-106.0,-10.5,3.8,12.7,3.0,22.0
-106.0,-10.5,3.8,12.7,3.0,22.0
-93.0,-7.2,10.8,17.1,3.0,-1.0
-91.0,-8.1,1.4,17.6,3.0,21.0
-91.0,-8.1,1.4,17.6,3.0,21.0
-83.0,-7.4,8.8,7.7,3.0,1.0
-83.0,-7.4,8.8,7.7,3.0,1.0
-71.0,-5.2,22.4,9.1,3.0,-1.0
-83.0,-6.9,26.6,0.0,3.0,5.0
-83.0,-6.8,19.0,0.0,3.0,21.0
-88.0,-8.1,10.2,2.2,3.0,13.0
-89.0,-9.9,10.0,1.0,3.0,14.0
-79.0,-8.9,23.2,10.3,3.0,1.0
-81.0,-5.8,18.0,11.7,3.0,19.0
-81.0,-5.8,18.0,11.7,3.0,19.0
-104.0,-8.4,9.6,14.0,3.0,22.0
-102.0,-7.5,11.0,14.0,3.0,22.0
-102.0,-7.5,11.0,14.0,3.0,22.0
-98.0,-7.9,10.2,20.2,3.0,21.0
-98.0,-7.9,10.2,20.2,3.0,21.0
-95.0,-6.0,16.0,13.6,3.0,17.0
-94.0,-6.2,17.4,13.8,3.0,17.0
-79.0,-6.0,25.2,17.4,3.0,19.0
-79.0,-6.0,25.2,17.4,3.0,19.0
-94.0,-9.5,5.2,20.5,3.0,20.0
-92.0,-6.3,11.8,20.9,3.0,16.0
-92.0,-6.3,11.8,20.9,3.0,16.0
-103.0,-10.4,4.8,20.0,3.0,21.0
-101.0,-10.2,5.0,19.8,3.0,22.0
-101.0,-10.2,5.0,19.8,3.0,22.0
-106.0,-9.4,6.8,17.8,3.0,19.0
-103.0,-9.2,6.0,17.6,3.0,17.0
-105.0,-8.9,2.6,17.6,3.0,22.0
-107.0,-9.9,6.2,17.6,3.0,22.0
-106.0,-9.9,3.4,17.5,3.0,22.0
-96.0,-6.3,13.6,9.4,3.0,21.0
-100.0,-6.4,15.8,10.6,3.0,22.0
-94.0,-6.3,22.6,15.3,3.0,21.0
-94.0,-6.3,22.6,15.3,3.0,21.0
-106.0,-7.6,5.4,13.0,3.0,22.0
-103.0,-9.5,13.4,12.9,3.0,21.0
-103.0,-9.5,13.4,12.9,3.0,21.0
-99.0,-8.1,5.4,14.5,3.0,22.0
-101.0,-7.8,3.0,14.3,3.0,22.0
-102.0,-9.6,1.6,14.7,3.0,22.0
-103.0,-7.1,13.4,0.0,3.0,21.0
-103.0,-7.9,14.6,0.0,3.0,21.0
-91.0,-5.3,15.2,19.3,3.0,5.0
-91.0,-5.3,15.2,19.3,3.0,5.0
-79.0,-6.1,10.2,20.5,3.0,12.0
-68.0,-9.0,27.2,0.0,3.0,-18.0
-67.0,-6.6,26.4,0.0,3.0,-1.0
-67.0,-6.6,26.4,0.0,3.0,-1.0
-72.0,-7.5,10.0,9.4,3.0,16.0
-72.0,-7.5,10.0,9.4,3.0,16.0
-76.0,-6.4,21.2,19.6,3.0,-7.0
-76.0,-6.4,21.2,19.6,3.0,-7.0
-66.0,-6.5,22.2,26.3,3.0,-9.0
-68.0,-6.4,21.2,26.3,3.0,10.0
-68.0,-6.1,15.8,19.9,3.0,-5.0
-68.0,-6.1,15.8,19.9,3.0,-5.0
-75.0,-6.9,21.2,14.8,3.0,-4.0
-75.0,-6.9,21.2,14.8,3.0,-4.0
-69.0,-8.3,26.2,3.7,3.0,10.0
-79.0,-7.2,16.4,2.3,3.0,-2.0
-79.0,-7.2,16.4,2.3,3.0,-2.0
-87.0,-7.2,10.4,3.0,3.0,9.0
-88.0,-6.7,20.6,2.7,3.0,11.0
-88.0,-6.7,20.6,2.7,3.0,11.0
-83.0,-6.7,17.6,3.8,3.0,1.0
-83.0,-6.7,17.6,3.8,3.0,1.0
-86.0,-6.9,20.0,5.4,3.0,5.0
-86.0,-7.1,14.8,17.0,3.0,7.0
-86.0,-7.1,14.8,17.0,3.0,7.0
-71.0,-6.0,18.6,22.8,3.0,3.0
-70.0,-6.5,16.0,23.2,3.0,-16.0
-61.0,-5.8,21.0,27.0,3.0,-10.0
-62.0,-6.3,20.2,26.8,3.0,8.0
-62.0,-6.3,20.2,26.8,3.0,8.0
-74.0,-6.3,11.4,25.2,3.0,-3.0
-75.0,-6.6,15.8,25.3,3.0,9.0
-75.0,-6.6,15.8,25.3,3.0,9.0
-71.0,-5.8,17.6,23.2,3.0,13.0
-71.0,-5.8,17.6,23.2,3.0,13.0
-88.0,-6.8,17.4,15.7,3.0,21.0
-92.0,-9.7,10.6,11.9,3.0,21.0
-92.0,-9.7,10.6,11.9,3.0,21.0
-81.0,-7.9,18.2,11.8,3.0,4.0
-81.0,-7.9,18.2,11.8,3.0,4.0
-81.0,-11.6,2.2,26.5,3.0,19.0
-76.0,-8.4,0.6,25.9,3.0,15.0
-74.0,-6.0,14.0,21.3,3.0,9.0
-74.0,-6.0,14.0,21.3,3.0,9.0
-98.0,-10.2,4.2,26.5,3.0,21.0
-98.0,-10.2,4.2,26.5,3.0,21.0
-91.0,0.0,-2.0,24.6,3.0,19.0
-89.0,0.0,2.8,24.4,3.0,21.0
-76.0,-6.0,14.6,21.6,3.0,2.0
-82.0,-6.3,12.4,22.3,3.0,19.0
-82.0,-6.3,12.4,22.3,3.0,19.0
-66.0,-6.0,24.2,15.5,3.0,4.0
-66.0,-6.0,24.2,15.5,3.0,4.0
-76.0,-7.3,16.8,21.2,3.0,7.0
-76.0,-7.3,16.8,21.2,3.0,7.0
-76.0,-5.2,21.4,18.0,3.0,13.0
-76.0,-5.2,21.4,18.0,3.0,13.0
-89.0,-6.8,12.6,34.5,3.0,21.0
-89.0,-6.8,12.6,34.5,3.0,21.0
-101.0,-9.3,0.6,35.3,3.0,18.0
-104.0,-9.2,-6.0,35.1,3.0,22.0
-98.0,-8.1,4.2,35.5,3.0,21.0
-98.0,-8.1,4.2,35.5,3.0,21.0
-78.0,-9.0,16.8,33.0,3.0,-6.0
-79.0,-9.3,13.6,33.3,3.0,15.0
-102.0,-10.9,6.0,32.2,3.0,22.0
-101.0,-9.9,4.4,32.3,3.0,21.0
-101.0,-9.9,4.4,32.3,3.0,21.0
-81.0,-6.0,19.2,32.2,3.0,14.0
-76.0,-8.4,21.8,28.1,3.0,9.0
-76.0,-8.4,21.8,28.1,3.0,9.0
-83.0,-6.3,9.6,28.7,3.0,3.0
-83.0,-7.0,9.0,28.7,3.0,20.0
-100.0,-11.5,-1.6,20.5,3.0,22.0
-100.0,-11.5,-1.6,20.5,3.0,22.0
-84.0,-8.0,10.8,16.5,3.0,18.0
-84.0,-8.0,10.8,16.5,3.0,18.0
-77.0,-8.3,18.4,13.3,3.0,3.0
-71.0,-6.8,21.4,13.2,3.0,4.0
-71.0,-6.8,21.4,13.2,3.0,4.0
-78.0,-7.3,17.4,0.8,3.0,18.0
-78.0,-7.3,17.4,0.8,3.0,18.0
-84.0,-7.8,9.8,3.5,3.0,11.0
-91.0,-8.9,0.2,4.1,3.0,15.0
-91.0,-10.2,4.6,10.5,3.0,21.0
-91.0,-10.2,4.6,10.5,3.0,21.0
-89.0,-9.5,12.2,9.5,3.0,14.0
-89.0,-9.5,12.2,9.5,3.0,14.0
-83.0,-6.6,17.2,8.3,3.0,1.0
-83.0,-6.6,17.2,8.3,3.0,1.0
-85.0,-9.0,18.0,6.6,3.0,21.0
-67.0,-7.7,27.4,1.7,3.0,5.0
-67.0,-7.7,27.4,1.7,3.0,5.0
-67.0,-6.6,27.0,0.0,3.0,-7.0
-67.0,-6.6,27.0,0.0,3.0,-7.0
-68.0,-6.7,20.2,0.0,3.0,-10.0
-68.0,-6.7,20.2,0.0,3.0,-10.0
-68.0,-8.0,18.6,0.0,3.0,8.0
-55.0,-8.7,14.0,6.0,3.0,-4.0
-55.0,-8.7,14.0,6.0,3.0,-4.0
-67.0,-7.0,18.2,2.5,3.0,8.0
-77.0,-6.8,17.6,2.7,3.0,7.0
-77.0,-6.5,18.8,3.0,3.0,17.0
-74.0,-7.3,22.4,0.0,3.0,10.0
-73.0,-6.5,26.4,0.0,3.0,8.0
-75.0,-6.5,18.0,8.7,3.0,12.0
-75.0,-6.5,18.0,8.7,3.0,12.0
-76.0,-7.4,18.4,0.0,3.0,16.0
-76.0,-7.4,18.4,0.0,3.0,16.0
-68.0,-5.5,16.8,17.0,3.0,-3.0
-70.0,-5.4,19.6,16.7,3.0,6.0
-66.0,-6.6,19.0,13.9,3.0,-14.0
-66.0,-6.6,19.0,13.9,3.0,-14.0
-79.0,-8.0,17.8,12.1,3.0,21.0
-81.0,-7.8,18.0,12.9,3.0,9.0
-81.0,-7.8,18.0,12.9,3.0,9.0
-76.0,-8.0,10.4,13.4,3.0,11.0
-83.0,-9.8,12.8,7.3,3.0,21.0
-83.0,-9.8,12.8,7.3,3.0,21.0
-95.0,-8.5,11.4,8.5,3.0,-1.0
-95.0,-8.7,14.4,8.3,3.0,22.0
-95.0,-8.7,14.4,8.3,3.0,22.0
-75.0,-8.7,15.8,12.0,3.0,11.0
-74.0,-8.3,18.2,11.5,3.0,6.0
-78.0,-6.2,10.6,17.2,3.0,-4.0
-78.0,-6.2,10.6,17.2,3.0,-4.0
-80.0,-7.6,6.8,7.2,3.0,-2.0
-77.0,-7.4,15.0,4.7,3.0,1.0
