"pcc_rsrp","rsrq","sinr","velocity_h","upload_size","txpower"
-92.0,-7.4,15.0,0.0,1.0,14.0
-83.0,-6.5,13.4,11.4,1.0,2.0
-76.0,-7.2,25.4,0.0,1.0,-8.0
-76.0,-7.2,25.4,0.0,1.0,-8.0
-77.0,-6.3,26.6,0.0,1.0,6.0
-77.0,-6.7,23.2,0.0,1.0,9.0
-76.0,-6.7,22.2,0.0,1.0,-5.0
-76.0,-6.7,21.8,0.0,1.0,-10.0
-76.0,-6.3,15.4,0.0,1.0,-8.0
-76.0,-6.7,23.4,0.0,1.0,4.0
-76.0,-6.3,23.8,0.0,1.0,-5.0
-77.0,-7.0,24.6,0.0,1.0,-12.0
-76.0,-6.4,24.0,0.0,1.0,-11.0
-76.0,-7.3,22.2,0.0,1.0,7.0
-76.0,-6.3,24.8,0.0,1.0,-9.0
-76.0,-6.7,23.6,0.0,1.0,8.0
-76.0,-6.4,24.2,0.0,1.0,7.0
-76.0,-6.3,25.4,0.0,1.0,-4.0
-76.0,-7.2,22.6,0.0,1.0,-6.0
-76.0,-6.4,22.6,0.0,1.0,-7.0
-76.0,-6.4,22.6,0.0,1.0,-7.0
-77.0,-6.3,27.4,0.0,1.0,5.0
-76.0,-6.3,26.8,0.0,1.0,-5.0
-76.0,-6.2,25.2,0.0,1.0,-8.0
-76.0,-6.2,25.2,0.0,1.0,-8.0
-76.0,-7.8,24.4,0.0,1.0,9.0
-76.0,-7.2,26.2,0.0,1.0,7.0
-76.0,-7.0,22.6,0.0,1.0,-8.0
-76.0,-7.0,22.6,0.0,1.0,-8.0
-76.0,-6.3,26.2,0.0,1.0,-9.0
-76.0,-6.6,26.2,0.0,1.0,5.0
-76.0,-6.3,25.2,0.0,1.0,8.0
-77.0,-6.4,23.8,0.0,1.0,1.0
-76.0,-6.9,25.2,0.0,1.0,-5.0
-76.0,-6.8,22.2,0.0,1.0,8.0
-76.0,-6.3,24.0,0.0,1.0,-10.0
-76.0,-6.3,24.0,0.0,1.0,-10.0
-76.0,-6.5,23.0,0.0,1.0,-15.0
-76.0,-6.5,23.0,0.0,1.0,-15.0
-76.0,-6.6,24.0,0.0,1.0,8.0
-76.0,-7.1,22.8,0.0,1.0,9.0
-76.0,-6.5,22.6,0.0,1.0,7.0
-76.0,-6.3,22.8,0.0,1.0,-4.0
-76.0,-6.5,24.4,0.0,1.0,7.0
-76.0,-7.0,25.2,0.0,1.0,-4.0
-76.0,-7.0,25.2,0.0,1.0,-4.0
-76.0,-6.4,24.6,0.0,1.0,10.0
-76.0,-6.4,24.6,0.0,1.0,10.0
-76.0,-6.4,23.2,0.0,1.0,8.0
-76.0,-6.4,23.2,0.0,1.0,8.0
-76.0,-7.1,26.0,0.0,1.0,-5.0
-76.0,-7.1,26.0,0.0,1.0,-5.0
-76.0,-6.7,26.0,0.0,1.0,7.0
-76.0,-7.7,21.8,0.0,1.0,-5.0
-76.0,-6.6,24.6,0.0,1.0,-10.0
-76.0,-7.5,22.6,0.0,1.0,-1.0
-76.0,-6.9,26.0,0.0,1.0,8.0
-76.0,-6.3,24.0,0.0,1.0,-4.0
-76.0,-6.5,21.8,0.0,1.0,-6.0
-76.0,-6.7,24.0,0.0,1.0,8.0
-76.0,-7.2,24.4,0.0,1.0,-4.0
-76.0,-6.4,16.6,0.0,1.0,-5.0
-76.0,-7.1,23.0,0.0,1.0,7.0
-76.0,-6.2,26.8,0.0,1.0,4.0
-76.0,-7.5,24.6,0.0,1.0,-5.0
-76.0,-6.3,24.2,0.0,1.0,-5.0
-76.0,-8.2,15.6,0.0,1.0,3.0
-76.0,-6.3,23.6,0.0,1.0,-3.0
-76.0,-6.4,24.0,0.0,1.0,-4.0
-76.0,-6.3,25.0,0.0,1.0,8.0
-76.0,-6.9,23.0,0.0,1.0,8.0
-76.0,-6.7,22.6,0.0,1.0,7.0
-76.0,-6.2,24.4,0.0,1.0,9.0
-76.0,-7.2,23.6,0.0,1.0,-3.0
-76.0,-6.6,23.0,0.0,1.0,-8.0
-76.0,-6.6,25.2,0.0,1.0,-10.0
-76.0,-6.3,23.8,0.0,1.0,3.0
-76.0,-6.9,16.2,0.0,1.0,8.0
-76.0,-7.0,17.4,0.0,1.0,-9.0
-76.0,-7.0,22.0,0.0,1.0,5.0
-76.0,-6.4,23.8,0.0,1.0,8.0
-76.0,-6.2,25.2,0.0,1.0,-2.0
-76.0,-6.3,16.4,0.0,1.0,-9.0
-76.0,-6.4,24.8,0.0,1.0,-11.0
-76.0,-6.3,22.8,0.0,1.0,-9.0
-75.0,-6.2,26.4,0.0,1.0,-9.0
-75.0,-6.2,26.4,0.0,1.0,-9.0
-76.0,-6.3,24.4,0.0,1.0,-2.0
-75.0,-6.3,24.6,0.0,1.0,-13.0
-75.0,-6.3,24.6,0.0,1.0,-13.0
-75.0,-6.5,26.4,0.0,1.0,8.0
-75.0,-6.3,16.4,0.0,1.0,7.0
-75.0,-6.3,23.6,0.0,1.0,-7.0
-75.0,-6.3,23.6,0.0,1.0,-7.0
-76.0,-6.3,26.2,0.0,1.0,-8.0
-76.0,-6.3,26.2,0.0,1.0,-8.0
-75.0,-6.3,26.4,0.0,1.0,8.0
-75.0,-6.3,26.4,0.0,1.0,8.0
-75.0,-6.5,24.0,0.0,1.0,-5.0
-75.0,-6.5,24.0,0.0,1.0,-5.0
-75.0,-7.8,27.0,0.0,1.0,-9.0
-76.0,-6.5,26.0,0.0,1.0,-3.0
-75.0,-6.2,24.8,0.0,1.0,-8.0
-75.0,-6.6,25.8,0.0,1.0,9.0
-75.0,-6.9,26.6,0.0,1.0,-15.0
-75.0,-6.9,24.4,0.0,1.0,6.0
-75.0,-6.9,24.4,0.0,1.0,6.0
-75.0,-6.5,26.0,0.0,1.0,7.0
-75.0,-6.8,24.0,0.0,1.0,-2.0
-75.0,-7.0,24.2,0.0,1.0,-6.0
-75.0,-6.7,21.2,0.0,1.0,-4.0
-75.0,-6.6,27.4,0.0,1.0,6.0
-76.0,-6.8,21.0,0.0,1.0,-8.0
-75.0,-6.3,25.0,0.0,1.0,6.0
-75.0,-6.3,25.0,0.0,1.0,6.0
-75.0,-6.7,21.0,0.0,1.0,-3.0
-75.0,-6.3,22.2,0.0,1.0,-8.0
-76.0,-6.3,22.4,0.0,1.0,-3.0
-75.0,-6.5,25.8,0.0,1.0,-8.0
-76.0,-6.4,16.2,0.0,1.0,-2.0
-76.0,-6.3,25.4,0.0,1.0,-10.0
-76.0,-6.4,23.6,0.0,1.0,3.0
-76.0,-6.4,23.6,0.0,1.0,3.0
-75.0,-6.3,22.4,0.0,1.0,7.0
-75.0,-6.3,22.4,0.0,1.0,7.0
-76.0,-6.8,22.4,0.0,1.0,-10.0
-76.0,-6.8,22.4,0.0,1.0,-10.0
-75.0,-6.5,26.0,0.0,1.0,3.0
-75.0,-6.5,26.0,0.0,1.0,3.0
-76.0,-6.3,24.6,0.0,1.0,-6.0
-76.0,-6.5,18.2,0.0,1.0,-7.0
-75.0,-6.2,25.8,0.0,1.0,-4.0
-75.0,-6.6,21.8,0.0,1.0,-5.0
-76.0,-6.8,24.4,0.0,1.0,7.0
-76.0,-6.4,24.6,0.0,1.0,-7.0
-75.0,-6.8,26.4,0.0,1.0,-4.0
-76.0,-6.5,25.2,0.0,1.0,-3.0
-75.0,-6.3,24.4,0.0,1.0,5.0
-75.0,-6.3,24.4,0.0,1.0,5.0
-76.0,-6.2,26.6,0.0,1.0,-11.0
-76.0,-6.2,26.6,0.0,1.0,-11.0
-76.0,-6.3,23.8,0.0,1.0,-10.0
-76.0,-6.3,23.8,0.0,1.0,-10.0
-80.0,-6.7,24.4,4.0,1.0,1.0
-94.0,-6.3,11.8,8.9,1.0,14.0
-90.0,-7.0,10.8,13.8,1.0,13.0
-91.0,-10.5,2.6,10.5,1.0,16.0
-66.0,-6.3,26.2,4.5,1.0,7.0
-68.0,-6.4,20.6,6.8,1.0,7.0
-58.0,-6.3,21.8,0.0,1.0,-20.0
-57.0,-6.2,28.6,0.0,1.0,-14.0
-58.0,-6.3,28.4,0.0,1.0,-13.0
-58.0,-6.2,30.0,0.0,1.0,-14.0
-58.0,-6.2,30.0,0.0,1.0,-14.0
-57.0,-6.3,24.6,0.0,1.0,-13.0
-58.0,-6.4,26.4,0.0,1.0,-35.0
-57.0,-6.4,26.6,0.0,1.0,-18.0
-57.0,-6.3,30.0,0.0,1.0,-1.0
-57.0,-6.3,30.0,0.0,1.0,-1.0
-58.0,-6.2,28.8,0.0,1.0,-20.0
-58.0,-6.2,28.8,0.0,1.0,-20.0
-57.0,-6.1,28.8,0.0,1.0,1.0
-57.0,-6.1,28.8,0.0,1.0,1.0
-58.0,-6.7,24.6,0.0,1.0,-12.0
-57.0,-6.1,29.2,0.0,1.0,-2.0
-58.0,-6.3,30.0,0.0,1.0,-14.0
-58.0,-6.3,30.0,0.0,1.0,-2.0
-62.0,-6.2,26.8,0.0,1.0,-9.0
-59.0,-6.3,29.6,0.0,1.0,1.0
-58.0,-6.2,30.0,0.0,1.0,-1.0
-58.0,-6.2,24.2,0.0,1.0,-3.0
-58.0,-6.2,28.8,0.0,1.0,-1.0
-57.0,-6.1,29.2,0.0,1.0,-31.0
-57.0,-6.1,29.6,0.0,1.0,-14.0
-57.0,-6.1,29.6,0.0,1.0,-14.0
-57.0,-6.3,29.0,0.0,1.0,-13.0
-58.0,-6.3,24.2,0.0,1.0,-5.0
-58.0,-6.1,26.8,0.0,1.0,-6.0
-58.0,-6.3,28.2,0.0,1.0,-1.0
-58.0,-6.3,29.4,0.0,1.0,-37.0
-58.0,-6.4,30.0,0.0,1.0,-12.0
-58.0,-6.3,28.2,0.0,1.0,-9.0
-58.0,-6.2,30.0,0.0,1.0,-19.0
-58.0,-6.2,28.4,0.0,1.0,-38.0
-58.0,-6.3,25.2,0.0,1.0,-2.0
-58.0,-6.2,30.0,0.0,1.0,-14.0
-58.0,-6.4,30.0,0.0,1.0,-3.0
-62.0,-6.3,23.6,7.2,1.0,7.0
-68.0,-6.6,17.4,7.3,1.0,-7.0
-85.0,-6.7,14.0,10.3,1.0,5.0
-84.0,-5.4,12.2,1.5,1.0,4.0
-82.0,-7.4,11.4,0.9,1.0,21.0
-81.0,-6.9,12.0,0.0,1.0,17.0
-81.0,-6.9,12.0,0.0,1.0,17.0
-81.0,-6.6,11.4,0.0,1.0,6.0
-81.0,-6.5,11.6,0.0,1.0,7.0
-81.0,-6.5,11.6,0.0,1.0,7.0
-81.0,-7.7,13.8,0.0,1.0,4.0
-81.0,-6.7,13.2,0.0,1.0,9.0
-81.0,-6.8,13.0,0.0,1.0,5.0
-81.0,-6.8,13.0,0.0,1.0,5.0
-82.0,-7.4,13.4,0.0,1.0,7.0
-81.0,-6.9,12.6,0.0,1.0,-3.0
-82.0,-7.0,11.6,0.0,1.0,6.0
-81.0,-7.0,13.2,0.0,1.0,1.0
-81.0,-7.0,13.2,0.0,1.0,1.0
-82.0,-6.8,13.6,0.0,1.0,13.0
-81.0,-6.6,14.4,0.0,1.0,16.0
-82.0,-6.6,13.4,0.0,1.0,17.0
-81.0,-6.7,14.0,0.0,1.0,7.0
-81.0,-6.5,14.0,0.0,1.0,20.0
-81.0,-7.7,13.6,0.0,1.0,5.0
-81.0,-7.7,13.6,0.0,1.0,5.0
-81.0,-7.0,14.0,0.0,1.0,5.0
-81.0,-7.0,14.0,0.0,1.0,5.0
-81.0,-7.2,10.8,0.0,1.0,21.0
-81.0,-7.2,10.8,0.0,1.0,21.0
-82.0,-7.4,13.8,0.0,1.0,9.0
-82.0,-7.8,13.8,0.0,1.0,19.0
-82.0,-7.8,13.8,0.0,1.0,19.0
-81.0,-7.1,10.4,0.0,1.0,7.0
-81.0,-7.1,10.4,0.0,1.0,7.0
-82.0,-6.9,13.8,0.0,1.0,-1.0
-81.0,-7.0,11.8,0.0,1.0,7.0
-81.0,-7.4,10.6,0.0,1.0,-4.0
-81.0,-6.9,13.6,0.0,1.0,20.0
-81.0,-7.3,11.8,0.0,1.0,6.0
-81.0,-7.1,10.4,0.0,1.0,18.0
-81.0,-7.1,13.8,0.0,1.0,6.0
-81.0,-6.6,10.6,0.0,1.0,17.0
-81.0,-6.9,14.4,0.0,1.0,9.0
-81.0,-6.4,14.6,0.0,1.0,18.0
-81.0,-7.0,11.6,0.0,1.0,19.0
-81.0,-7.0,11.6,0.0,1.0,19.0
-81.0,-6.9,11.4,0.0,1.0,19.0
-81.0,-6.9,11.4,0.0,1.0,19.0
-81.0,-7.0,12.0,0.0,1.0,19.0
-81.0,-7.0,12.0,0.0,1.0,19.0
-81.0,-7.3,11.0,0.0,1.0,5.0
-81.0,-7.3,11.0,0.0,1.0,5.0
-81.0,-7.1,11.8,0.0,1.0,18.0
-81.0,-7.1,11.8,0.0,1.0,18.0
-81.0,-7.2,10.8,0.0,1.0,7.0
-81.0,-6.8,10.4,0.0,1.0,7.0
-81.0,-6.8,10.4,0.0,1.0,7.0
-81.0,-6.8,11.6,0.0,1.0,-5.0
-81.0,-6.8,11.6,0.0,1.0,-5.0
-81.0,-6.7,11.2,0.0,1.0,7.0
-81.0,-6.7,11.2,0.0,1.0,7.0
-81.0,-6.6,14.4,0.0,1.0,6.0
-81.0,-6.7,15.2,0.0,1.0,6.0
-81.0,-6.7,15.2,0.0,1.0,6.0
-85.0,-7.0,14.4,1.1,1.0,15.0
-84.0,-6.9,15.0,13.4,1.0,7.0
-68.0,-6.1,26.0,0.9,1.0,-8.0
-95.0,-7.8,10.6,11.0,1.0,19.0
-92.0,-9.7,8.8,11.0,1.0,21.0
-82.0,-7.3,9.2,8.2,1.0,19.0
-79.0,-6.6,16.2,13.1,1.0,19.0
-80.0,-8.8,2.6,6.6,1.0,7.0
-78.0,-10.2,5.6,6.8,1.0,21.0
-74.0,-7.0,17.0,4.8,1.0,11.0
-96.0,-9.6,7.0,17.1,1.0,19.0
-95.0,-8.9,10.4,17.1,1.0,22.0
-81.0,-8.9,9.6,21.0,1.0,21.0
-81.0,-8.9,9.6,21.0,1.0,21.0
-91.0,-10.8,3.0,18.6,1.0,21.0
-70.0,-5.9,27.0,13.6,1.0,-14.0
-85.0,-8.4,11.2,12.7,1.0,20.0
-96.0,-8.2,3.6,14.2,1.0,22.0
-96.0,-8.2,3.6,14.2,1.0,22.0
-64.0,-5.8,17.8,13.7,1.0,-13.0
-64.0,-5.8,17.8,13.7,1.0,-13.0
-82.0,-11.5,8.2,15.3,1.0,10.0
-82.0,-11.5,8.2,15.3,1.0,10.0
-70.0,-5.3,21.0,14.6,1.0,-2.0
-70.0,-5.3,21.0,14.6,1.0,-2.0
-87.0,-7.5,9.4,13.1,1.0,21.0
-72.0,-6.8,23.6,14.2,1.0,6.0
-72.0,-6.8,23.6,14.2,1.0,6.0
-99.0,-13.7,-1.6,14.8,1.0,15.0
-94.0,-11.0,4.6,14.5,1.0,21.0
-78.0,-10.5,8.0,13.4,1.0,6.0
-78.0,-10.5,8.0,13.4,1.0,6.0
-84.0,-9.7,7.4,0.0,1.0,8.0
-84.0,-8.5,7.2,0.0,1.0,1.0
-87.0,-8.7,4.0,30.2,1.0,15.0
-87.0,-8.7,4.0,30.2,1.0,15.0
-87.0,-6.5,6.6,34.5,1.0,11.0
-85.0,-6.4,13.0,34.5,1.0,3.0
-71.0,-5.9,22.0,35.1,1.0,-5.0
-104.0,-13.9,1.6,32.7,1.0,22.0
-104.0,-13.9,1.6,32.7,1.0,22.0
-76.0,-6.6,12.6,33.0,1.0,-3.0
-78.0,-7.8,1.4,33.2,1.0,4.0
-93.0,-9.2,2.0,33.8,1.0,21.0
-88.0,-6.1,19.8,31.2,1.0,9.0
-86.0,-6.9,11.8,26.1,1.0,3.0
-86.0,-6.4,13.0,25.5,1.0,21.0
-83.0,-6.9,18.0,15.0,1.0,16.0
-83.0,-8.0,9.2,35.0,1.0,1.0
-83.0,-8.0,9.2,35.0,1.0,1.0
-77.0,-7.5,12.8,34.6,1.0,-1.0
-80.0,-11.1,17.4,32.4,1.0,8.0
-72.0,-7.2,15.0,21.6,1.0,-16.0
-72.0,-5.7,15.4,21.6,1.0,-1.0
-92.0,-7.2,1.6,21.6,1.0,22.0
-95.0,-11.0,2.8,34.8,1.0,14.0
-76.0,-5.6,10.0,32.9,1.0,11.0
-67.0,-6.5,17.0,34.2,1.0,-1.0
-83.0,-7.0,12.2,34.4,1.0,21.0
-78.0,-6.3,22.4,0.0,1.0,6.0
-78.0,-6.3,22.4,0.0,1.0,6.0
-67.0,-7.5,27.4,17.4,1.0,-13.0
-80.0,-9.3,22.2,18.3,1.0,6.0
-82.0,-6.9,21.4,18.6,1.0,19.0
-91.0,-6.4,18.6,7.9,1.0,12.0
-102.0,-12.2,1.8,12.9,1.0,20.0
-103.0,-10.8,0.6,13.1,1.0,21.0
-107.0,-10.4,0.2,13.7,1.0,22.0
-107.0,-10.4,0.2,13.7,1.0,22.0
-94.0,-8.2,14.8,13.1,1.0,22.0
-102.0,-8.0,0.6,12.9,1.0,22.0
-102.0,-8.0,0.6,12.9,1.0,22.0
-110.0,-12.1,0.6,14.9,1.0,22.0
-111.0,-12.0,2.8,15.1,1.0,22.0
-111.0,-12.0,2.8,15.1,1.0,22.0
-96.0,-9.9,8.6,18.3,1.0,21.0
-98.0,-7.2,8.6,19.2,1.0,20.0
-99.0,-8.8,2.8,19.3,1.0,21.0
-99.0,-8.8,2.8,19.3,1.0,21.0
-94.0,-10.6,4.8,5.3,1.0,19.0
-94.0,-10.6,4.8,5.3,1.0,19.0
-99.0,-9.7,2.6,15.5,1.0,17.0
-95.0,-6.0,14.2,11.2,1.0,21.0
-78.0,-7.0,21.4,16.4,1.0,1.0
-101.0,-7.4,14.2,16.1,1.0,22.0
-105.0,-8.6,6.4,12.9,1.0,22.0
-105.0,-8.6,6.4,12.9,1.0,22.0
-88.0,-6.6,10.8,13.0,1.0,13.0
-73.0,-6.4,14.2,10.7,1.0,12.0
-82.0,-6.7,18.6,8.3,1.0,2.0
-83.0,-8.2,7.4,1.3,1.0,3.0
-83.0,-9.7,18.6,8.4,1.0,5.0
-82.0,-9.6,21.0,8.4,1.0,3.0
-73.0,-9.7,25.0,5.7,1.0,-6.0
-72.0,-9.9,23.8,6.0,1.0,4.0
-85.0,-10.7,14.2,12.5,1.0,8.0
-86.0,-10.4,15.8,12.4,1.0,21.0
-93.0,-6.1,16.4,13.7,1.0,19.0
-93.0,-6.6,10.2,13.7,1.0,19.0
-106.0,-8.7,11.0,13.9,1.0,17.0
-106.0,-8.0,10.2,13.9,1.0,22.0
-105.0,-7.7,9.2,14.3,1.0,22.0
-90.0,-8.3,11.8,17.9,1.0,17.0
-93.0,-8.3,14.0,17.9,1.0,8.0
-87.0,-6.1,19.2,11.9,1.0,21.0
-86.0,-6.1,19.6,15.3,1.0,19.0
-83.0,-6.4,21.8,0.0,1.0,-3.0
-94.0,-8.3,15.0,7.6,1.0,15.0
-90.0,-5.6,15.6,17.7,1.0,18.0
-94.0,-6.4,18.4,17.8,1.0,21.0
-106.0,-9.3,5.2,15.1,1.0,17.0
-107.0,-10.7,4.8,14.9,1.0,22.0
-104.0,-8.8,11.6,5.8,1.0,19.0
-104.0,-7.7,9.6,6.0,1.0,22.0
-106.0,-10.7,5.8,14.6,1.0,3.0
-107.0,-8.5,0.0,15.0,1.0,22.0
-112.0,-9.7,3.4,13.8,1.0,22.0
-106.0,-8.5,7.6,13.0,1.0,22.0
-106.0,-8.5,7.6,13.0,1.0,22.0
-99.0,-8.3,10.8,13.3,1.0,20.0
-95.0,-7.5,15.6,12.9,1.0,22.0
-89.0,-6.4,21.2,6.8,1.0,10.0
-85.0,-6.3,14.8,16.2,1.0,17.0
-74.0,-6.4,16.8,18.2,1.0,15.0
-83.0,-8.1,16.8,11.1,1.0,3.0
-77.0,-6.7,21.6,21.1,1.0,15.0
-72.0,-6.5,28.6,22.5,1.0,-8.0
-68.0,-6.1,22.8,24.5,1.0,-11.0
-83.0,-6.7,22.2,20.8,1.0,7.0
-83.0,-6.7,22.2,20.8,1.0,7.0
-73.0,-6.9,10.2,28.2,1.0,6.0
-76.0,-6.9,9.0,28.6,1.0,-7.0
-72.0,-6.3,24.4,33.0,1.0,-4.0
-72.0,-6.3,24.4,33.0,1.0,-4.0
-70.0,-6.4,19.4,23.4,1.0,15.0
-82.0,-6.1,22.2,9.2,1.0,20.0
-82.0,-6.1,22.2,9.2,1.0,20.0
-95.0,-7.0,14.2,8.8,1.0,21.0
-95.0,-7.0,14.2,8.8,1.0,21.0
-89.0,-7.5,17.0,13.2,1.0,3.0
-89.0,-7.5,17.0,13.2,1.0,3.0
-88.0,-6.8,9.0,15.1,1.0,12.0
-73.0,-6.8,20.0,10.2,1.0,-4.0
-63.0,-5.8,20.8,21.2,1.0,-10.0
-70.0,-6.1,16.6,22.0,1.0,-14.0
-79.0,-6.1,14.4,27.1,1.0,15.0
-78.0,-6.8,15.8,27.9,1.0,-4.0
-88.0,-7.6,8.2,17.0,1.0,12.0
-93.0,-10.3,9.8,16.5,1.0,5.0
-87.0,-9.4,11.2,16.7,1.0,21.0
-79.0,-7.6,12.2,27.2,1.0,3.0
-63.0,-6.6,22.4,25.9,1.0,-15.0
-61.0,-7.2,22.6,25.6,1.0,-16.0
-85.0,-6.0,7.0,23.3,1.0,7.0
-82.0,-7.2,13.0,22.8,1.0,20.0
-93.0,-7.5,6.4,26.7,1.0,18.0
-94.0,-7.6,12.4,26.4,1.0,11.0
-69.0,-7.2,16.6,34.0,1.0,7.0
-69.0,-7.2,16.6,34.0,1.0,7.0
-106.0,-9.8,3.0,34.2,1.0,22.0
-106.0,-9.8,3.0,34.2,1.0,22.0
-82.0,-6.6,14.6,33.8,1.0,5.0
-81.0,-6.9,13.6,33.6,1.0,1.0
-69.0,-6.3,12.2,29.5,1.0,8.0
-77.0,-6.6,18.4,25.7,1.0,-6.0
-90.0,-9.6,9.0,24.4,1.0,3.0
-93.0,-7.9,9.6,24.7,1.0,18.0
-101.0,-9.5,4.6,17.8,1.0,20.0
-84.0,-8.6,13.4,15.9,1.0,-3.0
-85.0,-7.3,10.6,15.9,1.0,8.0
-85.0,-7.3,10.6,15.9,1.0,8.0
-66.0,-8.1,3.2,9.0,1.0,-24.0
-66.0,-8.1,3.2,9.0,1.0,-24.0
-86.0,-8.1,8.6,0.0,1.0,-9.0
-86.0,-8.1,8.6,0.0,1.0,-9.0
-103.0,-13.4,1.0,30.9,1.0,22.0
-82.0,-6.6,14.0,33.9,1.0,9.0
-104.0,-12.6,2.6,32.4,1.0,16.0
-104.0,-12.1,-3.6,32.2,1.0,22.0
-104.0,-12.1,-3.6,32.2,1.0,22.0
-88.0,-6.4,7.8,30.7,1.0,13.0
-89.0,-6.5,10.6,30.0,1.0,21.0
-88.0,-7.3,8.6,11.6,1.0,-12.0
-88.0,-7.4,13.2,11.1,1.0,21.0
-88.0,-7.4,13.2,11.1,1.0,21.0
-97.0,-7.7,9.0,11.6,1.0,21.0
-97.0,-7.7,9.0,11.6,1.0,21.0
-78.0,-6.8,18.0,11.8,1.0,-30.0
-78.0,-6.1,20.2,11.8,1.0,-1.0
-74.0,-5.6,24.0,11.9,1.0,-3.0
-75.0,-5.3,21.8,13.5,1.0,-4.0
-84.0,-7.0,15.2,6.6,1.0,9.0
-71.0,-7.3,17.2,19.4,1.0,-18.0
-85.0,-10.1,10.2,19.3,1.0,11.0
-90.0,-9.4,1.2,19.0,1.0,21.0
-90.0,-9.4,1.2,19.0,1.0,21.0
-97.0,-13.0,-2.8,21.1,1.0,20.0
-100.0,-15.1,-1.0,21.5,1.0,21.0
-101.0,-15.1,-6.4,18.1,1.0,-6.0
-97.0,-14.8,-3.4,17.6,1.0,22.0
-97.0,-14.8,-3.4,17.6,1.0,22.0
-87.0,-12.3,4.2,12.6,1.0,13.0
-88.0,-12.5,4.4,13.0,1.0,13.0
-86.0,-12.6,4.0,13.0,1.0,-18.0
-86.0,-12.6,4.0,13.0,1.0,-18.0
-75.0,-11.3,8.6,22.1,1.0,-4.0
-75.0,-11.3,8.6,22.1,1.0,-4.0
-87.0,-9.4,4.8,11.3,1.0,7.0
-88.0,-9.4,7.6,11.5,1.0,21.0
-78.0,-11.2,5.0,14.0,1.0,10.0
-78.0,-11.2,5.0,14.0,1.0,10.0
-74.0,-7.9,16.0,16.8,1.0,6.0
-74.0,-7.9,16.0,16.8,1.0,6.0
-90.0,-11.2,1.8,17.7,1.0,17.0
-102.0,-13.5,-2.4,23.8,1.0,22.0
-102.0,-13.5,-2.4,23.8,1.0,22.0
-90.0,-10.5,7.4,25.3,1.0,11.0
-65.0,-6.3,13.4,20.2,1.0,-11.0
-67.0,-6.9,18.0,20.8,1.0,2.0
-81.0,-5.8,20.8,25.8,1.0,-1.0
-80.0,-6.4,14.2,26.2,1.0,6.0
-76.0,-6.1,12.8,25.7,1.0,14.0
-70.0,-5.5,25.8,25.5,1.0,-4.0
-72.0,-5.3,23.4,25.5,1.0,-12.0
-73.0,-6.0,20.6,23.6,1.0,9.0
-80.0,-6.5,25.0,0.0,1.0,-1.0
-88.0,-6.5,25.8,5.3,1.0,21.0
-95.0,-6.5,20.2,0.0,1.0,22.0
-95.0,-6.5,20.2,0.0,1.0,22.0
-94.0,-5.3,21.2,0.0,1.0,14.0
-94.0,-5.3,21.2,0.0,1.0,14.0
-105.0,-7.4,10.0,13.6,1.0,22.0
-105.0,-7.4,10.0,13.6,1.0,22.0
-103.0,-8.9,11.0,13.6,1.0,22.0
-109.0,-10.7,4.8,12.9,1.0,22.0
-112.0,-11.2,2.8,12.9,1.0,22.0
-114.0,-13.8,-4.6,13.1,1.0,22.0
-114.0,-13.3,1.6,13.3,1.0,22.0
-113.0,-11.5,2.6,13.3,1.0,22.0
-104.0,-8.8,3.8,11.2,1.0,22.0
-109.0,-8.8,4.0,6.6,1.0,22.0
-106.0,-8.8,7.6,7.3,1.0,22.0
-106.0,-8.8,7.6,7.3,1.0,22.0
-106.0,-10.4,5.2,13.8,1.0,22.0
-106.0,-10.4,5.2,13.8,1.0,22.0
-103.0,-9.0,3.8,19.3,1.0,20.0
-102.0,-10.3,4.6,19.4,1.0,22.0
-102.0,-10.3,4.6,19.4,1.0,22.0
-98.0,-6.3,11.4,16.5,1.0,21.0
-98.0,-6.3,11.4,16.5,1.0,21.0
-93.0,-8.1,10.0,0.0,1.0,15.0
-89.0,-7.9,15.2,1.9,1.0,21.0
-96.0,-9.9,8.0,17.0,1.0,22.0
-97.0,-9.8,6.8,16.8,1.0,22.0
-91.0,-5.7,16.6,12.0,1.0,22.0
-91.0,-5.7,16.6,12.0,1.0,22.0
-93.0,-7.6,12.6,17.9,1.0,21.0
-93.0,-7.6,12.6,17.9,1.0,21.0
-107.0,-7.5,8.4,14.9,1.0,22.0
-108.0,-8.1,9.2,14.5,1.0,22.0
-71.0,-8.3,24.8,4.9,1.0,6.0
-71.0,-8.3,24.8,4.9,1.0,6.0
-81.0,-8.1,20.0,8.8,1.0,-3.0
-81.0,-8.1,20.0,8.8,1.0,-3.0
-85.0,-8.7,8.2,10.3,1.0,16.0
-76.0,-6.8,8.8,0.0,1.0,10.0
-76.0,-6.8,8.8,0.0,1.0,10.0
-78.0,-9.6,12.0,10.0,1.0,-9.0
-94.0,-8.9,2.8,15.3,1.0,19.0
-96.0,-9.2,6.4,15.4,1.0,21.0
-103.0,-13.1,0.8,15.6,1.0,22.0
-103.0,-13.1,0.8,15.6,1.0,22.0
-102.0,-8.5,7.6,18.6,1.0,21.0
-111.0,-9.6,6.4,14.8,1.0,20.0
-113.0,-8.3,2.8,14.8,1.0,22.0
-112.0,-10.7,3.6,14.7,1.0,22.0
-106.0,-9.4,5.2,14.4,1.0,21.0
